[60,65,80];0.000.7726;0.24;1;0.000.5156;10
[120,130];0.000.0238;0.71;1;0.000.0766;10
[60,70,75];0.000.9258;0.71;1;0.000.825;10
[50,55];0.000.104;0.225;1;0.000.3732;5
[85,100];0.000.104;0.595;0;0.000.519;10
[50,55];0.000.089;0.24;0;0.000.825;2
[120,130];0.000.9258;0.225;1;0.000.492;5
[125,135,150];0.000.907;0.18;0;0.000.766;10
[105,115];0.000.104;0.53;0;0.000.0114;10
[120,130];0.000.089;0.24;1;0.000.714;10
[125];0.000.915;0.71;1;0.000.0114;5
[125,140,145];0.000.7726;0.53;1;0.000.5156;2
[125,140,145];0.000.344;0.225;0;0.000.714;10
[125,140,145];0.000.9258;0.225;0;0.000.714;10
[85,100];0.000.193;0.24;1;0.000.519;10
[105,115];0.000.344;0.53;0;0.000.0766;10
[60,65,80];0.000.0238;0.1;0;0.000.519;10
[135,140];0.000.089;0.225;1;0.000.714;10
[120,130];0.000.8367;0.595;1;0.000.5156;5
[135,140];0.000.089;0.71;1;0.000.3732;10
[85,100];0.000.0238;0.609;0;0.000.519;5
[125];0.000.8367;0.609;0;0.000.0766;5
[120,130];0.000.915;0.18;0;0.000.714;2
[50,55];0.000.0238;0.71;1;0.000.0114;2
[125,140,145];0.000.915;0.047;1;0.000.5156;2
[105,115];0.000.193;0.225;0;0.000.0766;2
[50,55];0.000.907;0.18;1;0.000.825;2
[120,130];0.000.193;0.047;1;0.000.9891;10
[50,55];0.000.7726;0.047;0;0.000.3732;2
[60,70,75];0.000.9258;0.18;0;0.000.5156;2
[60,65,80];0.000.193;0.53;0;0.000.5156;2
[60,65,80];0.000.104;0.18;0;0.000.0766;2
[120,130];0.000.8367;0.71;0;0.000.3732;10
[135,140];0.000.8367;0.609;1;0.000.9891;2
[120,130];0.000.344;0.71;0;0.000.766;10
[85,100];0.000.104;0.53;0;0.000.766;5
[120,130];0.000.8367;0.24;1;0.000.0114;5
[125];0.000.0238;0.71;1;0.000.9891;2
[125,140,145];0.000.915;0.047;0;0.000.492;2
[105,115];0.000.9258;0.18;0;0.000.492;5
[135,140];0.000.344;0.225;0;0.000.3732;10
[105,115];0.000.0238;0.53;0;0.000.714;2
[125,135,150];0.000.344;0.595;1;0.000.714;10
[50,55];0.000.089;0.609;1;0.000.0766;5
[60,70,75];0.000.8367;0.225;0;0.000.714;5
[125];0.000.193;0.595;1;0.000.0766;2
[125];0.000.193;0.71;1;0.000.825;10
[60,70,75];0.000.104;0.1;0;0.000.714;10
[105,115];0.000.907;0.609;0;0.000.714;10
[85,100];0.000.104;0.225;0;0.000.519;10
[135,140];0.000.344;0.225;1;0.000.5156;2
[60,70,75];0.000.9258;0.24;0;0.000.766;10
[120,130];0.000.915;0.71;0;0.000.492;5
[135,140];0.000.7726;0.18;0;0.000.519;2
[85,100];0.000.9258;0.1;1;0.000.766;2
[135,140];0.000.8367;0.18;1;0.000.3732;2
[135,140];0.000.9258;0.53;0;0.000.9891;10
[60,70,75];0.000.9258;0.71;1;0.000.825;5
[125,135,150];0.000.344;0.1;1;0.000.5156;10
[125];0.000.089;0.595;1;0.000.0114;10
[120,130];0.000.089;0.225;1;0.000.3732;10
[60,70,75];0.000.7726;0.24;1;0.000.492;10
[125];0.000.0238;0.24;1;0.000.825;2
[125,140,145];0.000.9258;0.24;0;0.000.825;5
[85,100];0.000.8367;0.71;1;0.000.5156;5
[125,140,145];0.000.089;0.225;0;0.000.5156;5
[125];0.000.0238;0.18;0;0.000.0114;2
[125,135,150];0.000.8367;0.24;0;0.000.714;2
[85,100];0.000.8367;0.1;1;0.000.3732;10
[85,100];0.000.907;0.225;1;0.000.492;2
[125];0.000.8367;0.53;1;0.000.492;5
[135,140];0.000.344;0.71;1;0.000.3732;2
[60,65,80];0.000.915;0.24;1;0.000.492;2
[125];0.000.915;0.71;0;0.000.766;10
[125,135,150];0.000.8367;0.609;1;0.000.519;2
[105,115];0.000.344;0.609;1;0.000.766;5
[125,135,150];0.000.7726;0.53;0;0.000.519;10
[135,140];0.000.8367;0.1;0;0.000.0114;5
[60,65,80];0.000.344;0.71;0;0.000.519;2
[125];0.000.9258;0.53;0;0.000.766;5
[105,115];0.000.9258;0.71;0;0.000.825;2
[60,65,80];0.000.7726;0.1;1;0.000.0766;10
[105,115];0.000.089;0.047;0;0.000.3732;10
[120,130];0.000.8367;0.1;1;0.000.9891;5
[120,130];0.000.193;0.71;0;0.000.0114;5
[135,140];0.000.907;0.1;0;0.000.3732;5
[135,140];0.000.0238;0.609;0;0.000.0114;10
[125,140,145];0.000.915;0.225;1;0.000.519;5
[125,140,145];0.000.344;0.18;0;0.000.3732;10
[60,65,80];0.000.193;0.18;1;0.000.766;2
[60,65,80];0.000.907;0.1;1;0.000.766;2
[50,55];0.000.104;0.71;1;0.000.492;2
[60,70,75];0.000.344;0.1;1;0.000.5156;2
[50,55];0.000.915;0.047;1;0.000.5156;5
[125,140,145];0.000.089;0.1;0;0.000.492;2
[125];0.000.907;0.71;0;0.000.766;5
[85,100];0.000.9258;0.047;0;0.000.3732;2
[105,115];0.000.0238;0.18;0;0.000.0766;2
[60,70,75];0.000.193;0.047;1;0.000.0114;5
[125,135,150];0.000.344;0.047;0;0.000.519;10
[50,55];0.000.907;0.1;0;0.000.9891;5
[60,70,75];0.000.0238;0.71;1;0.000.0114;10
[125];0.000.907;0.1;0;0.000.5156;5
[125,135,150];0.000.193;0.047;1;0.000.0114;2
[85,100];0.000.089;0.1;0;0.000.5156;10
[135,140];0.000.104;0.609;0;0.000.0766;5
[125];0.000.915;0.18;1;0.000.0114;10
[60,65,80];0.000.104;0.047;0;0.000.3732;2
[125];0.000.915;0.71;1;0.000.3732;5
[50,55];0.000.0238;0.53;1;0.000.766;5
[120,130];0.000.8367;0.71;1;0.000.9891;10
[50,55];0.000.193;0.047;1;0.000.825;5
[135,140];0.000.907;0.53;0;0.000.825;10
[50,55];0.000.7726;0.71;0;0.000.0766;10
[135,140];0.000.907;0.71;0;0.000.0114;10
[125];0.000.0238;0.047;1;0.000.766;5
[135,140];0.000.344;0.18;1;0.000.519;2
[50,55];0.000.8367;0.18;0;0.000.0766;5
[125,140,145];0.000.344;0.595;1;0.000.0766;10
[85,100];0.000.7726;0.047;1;0.000.9891;5
[125];0.000.344;0.609;1;0.000.492;2
[135,140];0.000.7726;0.53;0;0.000.766;2
[85,100];0.000.8367;0.609;0;0.000.519;5
[125,135,150];0.000.104;0.71;0;0.000.519;2
[125,140,145];0.000.7726;0.24;1;0.000.492;5
[125];0.000.9258;0.24;1;0.000.9891;10
[105,115];0.000.7726;0.047;0;0.000.0766;10
[125,135,150];0.000.089;0.047;0;0.000.9891;2
[60,65,80];0.000.193;0.595;0;0.000.5156;10
[125,140,145];0.000.089;0.225;0;0.000.492;5
[60,65,80];0.000.8367;0.225;1;0.000.519;10
[105,115];0.000.915;0.53;1;0.000.0766;10
[120,130];0.000.9258;0.53;0;0.000.714;5
[135,140];0.000.104;0.71;0;0.000.714;5
[125,135,150];0.000.0238;0.18;1;0.000.0114;5
[135,140];0.000.0238;0.225;0;0.000.519;5
[85,100];0.000.907;0.047;0;0.000.9891;5
[60,65,80];0.000.089;0.53;0;0.000.519;5
[125];0.000.907;0.71;1;0.000.5156;10
[60,65,80];0.000.089;0.18;1;0.000.714;10
[125,140,145];0.000.915;0.71;0;0.000.0766;10
[135,140];0.000.089;0.18;1;0.000.0766;5
[60,65,80];0.000.915;0.1;1;0.000.825;10
[125];0.000.0238;0.609;0;0.000.492;5
[135,140];0.000.089;0.225;1;0.000.3732;10
[125,135,150];0.000.0238;0.18;0;0.000.0114;5
[85,100];0.000.0238;0.047;0;0.000.3732;10
[125,135,150];0.000.0238;0.609;0;0.000.714;10
[120,130];0.000.089;0.225;1;0.000.492;10
[125,140,145];0.000.7726;0.71;1;0.000.492;2
[85,100];0.000.089;0.53;0;0.000.0766;10
[125,135,150];0.000.915;0.71;0;0.000.0766;2
[50,55];0.000.344;0.595;0;0.000.492;10
[50,55];0.000.9258;0.595;1;0.000.519;2
[60,70,75];0.000.907;0.609;0;0.000.519;10
[135,140];0.000.089;0.24;0;0.000.766;2
[120,130];0.000.089;0.18;1;0.000.9891;10
[120,130];0.000.915;0.609;0;0.000.5156;5
[135,140];0.000.089;0.609;1;0.000.9891;10
[60,65,80];0.000.8367;0.18;0;0.000.0114;10
[120,130];0.000.915;0.225;1;0.000.5156;5
[125,140,145];0.000.7726;0.609;1;0.000.492;10
[125,135,150];0.000.344;0.609;0;0.000.825;5
[105,115];0.000.8367;0.595;0;0.000.766;2
[135,140];0.000.0238;0.609;1;0.000.492;2
[50,55];0.000.344;0.609;0;0.000.0766;10
[60,70,75];0.000.344;0.71;1;0.000.5156;10
[85,100];0.000.8367;0.71;0;0.000.0114;10
[60,65,80];0.000.193;0.18;1;0.000.0766;2
[60,70,75];0.000.344;0.24;1;0.000.0766;2
[85,100];0.000.089;0.24;0;0.000.492;2
[125,140,145];0.000.7726;0.595;0;0.000.3732;2
[60,70,75];0.000.9258;0.595;0;0.000.0766;10
[60,65,80];0.000.193;0.1;0;0.000.766;2
[105,115];0.000.9258;0.24;1;0.000.3732;2
[120,130];0.000.8367;0.595;0;0.000.766;10
[125,140,145];0.000.7726;0.1;1;0.000.519;5
[60,65,80];0.000.915;0.24;1;0.000.0766;2
[60,70,75];0.000.907;0.71;0;0.000.825;5
[50,55];0.000.8367;0.71;1;0.000.519;2
[60,65,80];0.000.915;0.595;1;0.000.9891;10
[85,100];0.000.193;0.609;1;0.000.0114;10
[50,55];0.000.7726;0.71;0;0.000.766;2
[120,130];0.000.089;0.047;0;0.000.5156;10
[125,140,145];0.000.0238;0.24;0;0.000.766;10
[125,140,145];0.000.8367;0.24;1;0.000.3732;2
[50,55];0.000.0238;0.225;1;0.000.825;10
[105,115];0.000.8367;0.24;1;0.000.5156;5
[105,115];0.000.8367;0.24;1;0.000.714;2
[60,65,80];0.000.089;0.1;0;0.000.0114;2
[120,130];0.000.193;0.53;0;0.000.714;5
[135,140];0.000.193;0.1;1;0.000.519;5
[125];0.000.344;0.047;0;0.000.9891;5
[85,100];0.000.089;0.18;1;0.000.0114;5
[105,115];0.000.9258;0.225;1;0.000.519;10
[125,135,150];0.000.344;0.609;1;0.000.0766;5
[105,115];0.000.104;0.71;1;0.000.5156;5
[125,135,150];0.000.344;0.047;1;0.000.3732;2
[120,130];0.000.9258;0.595;0;0.000.519;5
[60,65,80];0.000.089;0.595;1;0.000.5156;2
[50,55];0.000.089;0.71;0;0.000.714;10
[125,140,145];0.000.089;0.047;0;0.000.0766;2
[125,140,145];0.000.0238;0.1;0;0.000.5156;10
[120,130];0.000.7726;0.24;0;0.000.0766;10
[120,130];0.000.104;0.71;1;0.000.3732;5
[125,140,145];0.000.9258;0.24;0;0.000.0114;10
[125,135,150];0.000.0238;0.24;0;0.000.3732;5
[125,135,150];0.000.089;0.53;0;0.000.519;5
[125,140,145];0.000.7726;0.24;1;0.000.0766;5
[105,115];0.000.0238;0.53;0;0.000.9891;2
[125,140,145];0.000.089;0.18;1;0.000.714;10
[60,70,75];0.000.907;0.225;1;0.000.714;10
[60,70,75];0.000.915;0.595;0;0.000.519;10
[125];0.000.089;0.24;0;0.000.9891;10
[125,140,145];0.000.089;0.609;1;0.000.0114;2
[60,65,80];0.000.089;0.53;0;0.000.9891;10
[120,130];0.000.344;0.609;1;0.000.714;5
[125,135,150];0.000.907;0.1;1;0.000.9891;10
[125,135,150];0.000.915;0.595;0;0.000.0114;2
[50,55];0.000.907;0.71;1;0.000.825;10
[105,115];0.000.104;0.225;0;0.000.5156;10
[120,130];0.000.089;0.71;1;0.000.0114;2
[135,140];0.000.193;0.047;0;0.000.714;2
[125,140,145];0.000.7726;0.047;1;0.000.519;2
[105,115];0.000.089;0.53;1;0.000.0766;2
[60,65,80];0.000.907;0.18;0;0.000.3732;5
[60,65,80];0.000.193;0.047;1;0.000.3732;2
[125,140,145];0.000.193;0.047;0;0.000.5156;2
[50,55];0.000.089;0.225;0;0.000.766;2
[135,140];0.000.104;0.047;0;0.000.714;5
[135,140];0.000.193;0.71;1;0.000.714;2
[105,115];0.000.193;0.18;1;0.000.766;2
[105,115];0.000.089;0.71;1;0.000.5156;10
[125];0.000.9258;0.595;1;0.000.5156;2
[125];0.000.7726;0.53;1;0.000.9891;10
[85,100];0.000.907;0.595;1;0.000.492;2
[50,55];0.000.344;0.24;0;0.000.825;10
[60,70,75];0.000.089;0.18;0;0.000.0766;2
[60,65,80];0.000.104;0.225;0;0.000.825;5
[85,100];0.000.344;0.047;0;0.000.766;2
[125,140,145];0.000.907;0.24;1;0.000.0114;5
[125];0.000.9258;0.24;0;0.000.714;5
[50,55];0.000.915;0.24;1;0.000.3732;10
[60,70,75];0.000.193;0.71;0;0.000.492;5
[85,100];0.000.9258;0.71;1;0.000.492;5
[50,55];0.000.104;0.71;0;0.000.0114;5
[85,100];0.000.9258;0.18;1;0.000.714;10
[125,140,145];0.000.7726;0.609;1;0.000.3732;5
[135,140];0.000.104;0.225;1;0.000.714;10
[125,140,145];0.000.7726;0.047;0;0.000.519;5
[60,70,75];0.000.915;0.1;0;0.000.714;10
[50,55];0.000.9258;0.595;1;0.000.0766;5
[50,55];0.000.9258;0.53;0;0.000.519;2
[135,140];0.000.907;0.225;0;0.000.714;2
[105,115];0.000.7726;0.24;0;0.000.3732;5
[60,65,80];0.000.8367;0.18;0;0.000.825;2
[125,140,145];0.000.344;0.609;1;0.000.5156;10
[60,70,75];0.000.8367;0.71;0;0.000.766;10
[105,115];0.000.104;0.047;1;0.000.519;10
[60,65,80];0.000.8367;0.24;1;0.000.825;10
[85,100];0.000.104;0.53;0;0.000.0766;2
[60,70,75];0.000.7726;0.71;1;0.000.825;10
[135,140];0.000.193;0.595;1;0.000.5156;5
[125,140,145];0.000.7726;0.71;1;0.000.0766;2
[85,100];0.000.104;0.24;0;0.000.3732;5
[120,130];0.000.089;0.595;1;0.000.492;2
[50,55];0.000.8367;0.71;1;0.000.825;10
[125,135,150];0.000.8367;0.1;0;0.000.766;5
[105,115];0.000.9258;0.609;1;0.000.825;5
[105,115];0.000.915;0.71;1;0.000.825;2
[60,65,80];0.000.915;0.53;0;0.000.492;2
[50,55];0.000.7726;0.18;1;0.000.766;10
[120,130];0.000.089;0.225;0;0.000.714;5
[125];0.000.104;0.71;0;0.000.3732;10
[125,135,150];0.000.907;0.71;0;0.000.3732;10
[125,140,145];0.000.0238;0.53;0;0.000.0766;10
[125,140,145];0.000.193;0.225;1;0.000.0766;10
[135,140];0.000.0238;0.24;1;0.000.492;5
[60,65,80];0.000.907;0.609;0;0.000.5156;5
[105,115];0.000.915;0.24;1;0.000.519;5
[60,65,80];0.000.089;0.53;1;0.000.5156;10
[120,130];0.000.7726;0.53;0;0.000.825;5
[120,130];0.000.8367;0.609;0;0.000.519;5
[60,65,80];0.000.193;0.609;1;0.000.519;5
[85,100];0.000.8367;0.24;0;0.000.3732;10
[60,70,75];0.000.9258;0.1;0;0.000.3732;10
[85,100];0.000.0238;0.1;1;0.000.0114;2
[125,140,145];0.000.193;0.24;0;0.000.766;5
[125,135,150];0.000.7726;0.1;0;0.000.714;2
[125,140,145];0.000.193;0.71;0;0.000.519;10
[125,135,150];0.000.7726;0.047;1;0.000.0766;2
[85,100];0.000.7726;0.53;0;0.000.492;2
[125];0.000.193;0.1;1;0.000.0766;2
[125];0.000.104;0.53;0;0.000.519;5
[85,100];0.000.915;0.609;0;0.000.9891;2
[135,140];0.000.915;0.225;0;0.000.825;2
[60,65,80];0.000.104;0.53;1;0.000.9891;2
[125];0.000.0238;0.24;1;0.000.9891;2
[120,130];0.000.089;0.047;0;0.000.3732;10
[60,65,80];0.000.104;0.225;1;0.000.825;10
[60,65,80];0.000.0238;0.609;1;0.000.825;5
[60,65,80];0.000.0238;0.24;1;0.000.825;5
[125,140,145];0.000.193;0.71;0;0.000.0766;2
[50,55];0.000.104;0.18;1;0.000.3732;10
[135,140];0.000.104;0.71;1;0.000.714;5
[105,115];0.000.104;0.609;0;0.000.3732;10
[60,65,80];0.000.193;0.53;0;0.000.519;5
[50,55];0.000.089;0.609;0;0.000.9891;5
[60,65,80];0.000.089;0.71;1;0.000.5156;10
[50,55];0.000.907;0.225;0;0.000.714;10
[50,55];0.000.907;0.047;1;0.000.3732;5
[135,140];0.000.8367;0.24;0;0.000.766;2
[105,115];0.000.8367;0.18;1;0.000.714;5
[105,115];0.000.9258;0.595;1;0.000.714;5
[85,100];0.000.193;0.53;1;0.000.5156;5
[60,65,80];0.000.9258;0.595;1;0.000.766;10
[60,65,80];0.000.193;0.225;1;0.000.492;10
[105,115];0.000.089;0.71;1;0.000.492;5
[125];0.000.8367;0.047;0;0.000.766;5
[60,70,75];0.000.104;0.1;0;0.000.519;5
[125,140,145];0.000.193;0.047;0;0.000.766;10
[50,55];0.000.089;0.1;0;0.000.492;10
[125,135,150];0.000.7726;0.24;0;0.000.825;10
[125];0.000.089;0.225;1;0.000.492;5
[60,65,80];0.000.344;0.71;1;0.000.492;10
[120,130];0.000.104;0.24;0;0.000.0114;2
[125,135,150];0.000.915;0.225;0;0.000.3732;10
[125,135,150];0.000.104;0.225;0;0.000.825;5
[85,100];0.000.9258;0.225;0;0.000.3732;5
[125,140,145];0.000.089;0.24;0;0.000.519;10
[125,140,145];0.000.915;0.24;1;0.000.492;10
[125];0.000.0238;0.225;1;0.000.0766;10
[125,140,145];0.000.7726;0.225;0;0.000.714;10
[60,65,80];0.000.915;0.609;0;0.000.714;2
[135,140];0.000.8367;0.047;1;0.000.5156;10
[85,100];0.000.907;0.595;0;0.000.5156;5
[125,135,150];0.000.7726;0.609;1;0.000.0766;2
[50,55];0.000.8367;0.18;1;0.000.519;10
[135,140];0.000.907;0.18;0;0.000.714;5
[125,135,150];0.000.0238;0.609;1;0.000.492;2
[125,135,150];0.000.089;0.225;1;0.000.825;2
[50,55];0.000.915;0.225;0;0.000.766;10
[120,130];0.000.089;0.71;1;0.000.714;2
[50,55];0.000.193;0.225;0;0.000.0766;5
[85,100];0.000.089;0.595;1;0.000.825;5
[85,100];0.000.9258;0.225;1;0.000.714;10
[105,115];0.000.104;0.609;0;0.000.492;5
[120,130];0.000.104;0.225;0;0.000.0114;5
[125];0.000.089;0.595;0;0.000.9891;2
[60,65,80];0.000.8367;0.18;1;0.000.9891;5
[60,70,75];0.000.344;0.24;0;0.000.0766;10
[60,70,75];0.000.089;0.71;0;0.000.492;5
[105,115];0.000.907;0.595;0;0.000.519;10
[135,140];0.000.0238;0.71;0;0.000.0114;5
[60,65,80];0.000.193;0.609;1;0.000.0114;5
[60,65,80];0.000.089;0.1;0;0.000.492;5
[60,65,80];0.000.193;0.047;1;0.000.766;5
[120,130];0.000.104;0.047;0;0.000.9891;5
[135,140];0.000.104;0.1;1;0.000.825;5
[135,140];0.000.9258;0.1;0;0.000.766;10
[135,140];0.000.907;0.595;1;0.000.0114;5
[85,100];0.000.907;0.047;1;0.000.492;5
[120,130];0.000.089;0.595;1;0.000.766;2
[135,140];0.000.104;0.24;0;0.000.825;10
[60,70,75];0.000.089;0.609;1;0.000.3732;2
[135,140];0.000.089;0.1;1;0.000.5156;2
[125,140,145];0.000.907;0.595;1;0.000.0766;2
[125,135,150];0.000.0238;0.047;0;0.000.714;2
[105,115];0.000.8367;0.1;1;0.000.3732;5
[60,65,80];0.000.104;0.71;1;0.000.0114;2
[120,130];0.000.193;0.71;1;0.000.714;10
[120,130];0.000.089;0.71;0;0.000.0114;5
[125,135,150];0.000.104;0.24;0;0.000.5156;5
[125,140,145];0.000.7726;0.71;0;0.000.519;10
[105,115];0.000.8367;0.71;1;0.000.0114;5
[60,70,75];0.000.8367;0.225;0;0.000.825;2
[125];0.000.7726;0.595;0;0.000.9891;10
[125,135,150];0.000.907;0.71;0;0.000.9891;5
[125];0.000.7726;0.609;0;0.000.766;10
[135,140];0.000.344;0.71;0;0.000.0766;10
[105,115];0.000.907;0.595;1;0.000.492;5
[120,130];0.000.915;0.047;1;0.000.5156;5
[60,65,80];0.000.9258;0.24;1;0.000.9891;5
[125];0.000.9258;0.225;1;0.000.766;5
[125];0.000.7726;0.225;1;0.000.9891;10
[60,70,75];0.000.0238;0.71;1;0.000.714;2
[120,130];0.000.344;0.53;1;0.000.0766;5
[125,135,150];0.000.7726;0.1;1;0.000.766;5
[105,115];0.000.344;0.71;1;0.000.5156;10
[50,55];0.000.907;0.609;1;0.000.0114;2
[105,115];0.000.089;0.24;1;0.000.492;2
[105,115];0.000.907;0.53;0;0.000.519;2
[105,115];0.000.344;0.595;0;0.000.492;2
[60,65,80];0.000.104;0.047;1;0.000.9891;2
[60,65,80];0.000.7726;0.24;1;0.000.0114;2
[125];0.000.0238;0.71;0;0.000.5156;2
[50,55];0.000.193;0.24;0;0.000.0766;2
[60,65,80];0.000.089;0.609;0;0.000.0766;2
[85,100];0.000.104;0.225;1;0.000.9891;10
[85,100];0.000.193;0.1;1;0.000.9891;10
[60,70,75];0.000.907;0.18;1;0.000.492;10
[125,135,150];0.000.9258;0.1;1;0.000.519;5
[60,65,80];0.000.9258;0.047;1;0.000.519;2
[125];0.000.915;0.18;1;0.000.766;2
[125,140,145];0.000.344;0.53;1;0.000.519;5
[120,130];0.000.9258;0.53;0;0.000.3732;5
[60,70,75];0.000.8367;0.1;1;0.000.492;2
[50,55];0.000.344;0.595;0;0.000.0766;5
[60,65,80];0.000.915;0.609;0;0.000.0114;10
[85,100];0.000.089;0.71;1;0.000.9891;2
[125,135,150];0.000.0238;0.225;1;0.000.519;2
[85,100];0.000.9258;0.225;1;0.000.492;10
[135,140];0.000.104;0.225;1;0.000.5156;2
[135,140];0.000.915;0.18;1;0.000.0766;2
[60,70,75];0.000.193;0.595;0;0.000.766;2
[125,140,145];0.000.193;0.1;0;0.000.766;5
[125,135,150];0.000.089;0.71;1;0.000.0766;2
[85,100];0.000.0238;0.71;1;0.000.0114;10
[120,130];0.000.344;0.71;1;0.000.492;5
[125,140,145];0.000.104;0.609;0;0.000.0766;10
[135,140];0.000.8367;0.047;1;0.000.714;10
[60,70,75];0.000.193;0.71;1;0.000.0114;2
[105,115];0.000.089;0.595;1;0.000.3732;10
[85,100];0.000.344;0.71;1;0.000.714;10
[120,130];0.000.193;0.53;1;0.000.9891;10
[125,140,145];0.000.8367;0.1;1;0.000.766;10
[125,140,145];0.000.9258;0.71;1;0.000.9891;5
[135,140];0.000.7726;0.71;1;0.000.825;10
[60,65,80];0.000.8367;0.71;0;0.000.5156;2
[120,130];0.000.7726;0.225;0;0.000.714;2
[125,135,150];0.000.089;0.71;0;0.000.519;5
[125,135,150];0.000.907;0.1;1;0.000.5156;2
[135,140];0.000.104;0.53;1;0.000.9891;2
[85,100];0.000.7726;0.047;0;0.000.492;10
[125,140,145];0.000.089;0.225;1;0.000.519;5
[85,100];0.000.9258;0.24;1;0.000.3732;5
[60,70,75];0.000.089;0.225;1;0.000.0766;10
[105,115];0.000.8367;0.18;1;0.000.825;10
[60,70,75];0.000.8367;0.609;0;0.000.9891;10
[135,140];0.000.104;0.595;1;0.000.825;2
[60,70,75];0.000.089;0.53;1;0.000.0114;2
[125,135,150];0.000.089;0.24;0;0.000.9891;5
[85,100];0.000.104;0.047;0;0.000.9891;5
[135,140];0.000.193;0.609;1;0.000.5156;2
[120,130];0.000.104;0.047;0;0.000.0766;5
